,city,lat,lng,temp,humidity,wind,cloudiness,country,date
544,college,64.8569,-147.8028,61.12,66,0.0,75,US,Wed Jun  2 15:40:56 2021
545,tayshet,55.9342,98.0044,52.25,75,4.32,9,RU,Wed Jun  2 15:42:48 2021
546,kavaratti,10.5669,72.642,82.94,79,15.79,87,IN,Wed Jun  2 15:42:49 2021
547,gazanjyk,39.2446,55.5154,94.03,12,8.05,0,TM,Wed Jun  2 15:42:49 2021
548,bonavista,48.6499,-53.1147,55.4,72,14.54,87,CA,Wed Jun  2 15:42:49 2021
549,alytus,54.4,24.05,60.71,78,5.46,56,LT,Wed Jun  2 15:42:25 2021
550,pascagoula,30.3658,-88.5561,88.41,71,11.3,75,US,Wed Jun  2 15:40:17 2021
551,aktas,49.7789,72.9608,58.75,78,8.9,100,KZ,Wed Jun  2 15:42:52 2021
552,sur,22.5667,59.5289,94.23,38,11.81,4,OM,Wed Jun  2 15:42:52 2021
553,berdigestyakh,62.0989,126.6992,53.04,71,3.65,66,RU,Wed Jun  2 15:42:53 2021
554,sorland,67.667,12.6934,66.27,69,6.73,11,NO,Wed Jun  2 15:42:53 2021
555,itoman,26.1247,127.6694,81.37,92,11.5,75,JP,Wed Jun  2 15:42:54 2021
556,shadegan,30.6497,48.6647,98.55,9,20.54,0,IR,Wed Jun  2 15:42:54 2021
557,sorokino,53.75,84.9167,60.6,63,1.59,56,RU,Wed Jun  2 15:42:55 2021
558,nantucket,41.2835,-70.0995,71.71,72,12.66,1,US,Wed Jun  2 15:41:17 2021
559,svetlogorsk,52.6333,29.7333,50.68,87,7.83,16,BY,Wed Jun  2 15:42:56 2021
560,lafiagi,8.8667,5.4167,83.8,62,4.52,59,NG,Wed Jun  2 15:42:57 2021
561,rock sound,24.9,-76.2,78.93,81,19.77,100,BS,Wed Jun  2 15:42:57 2021
562,port hedland,-20.3167,118.5667,69.85,40,10.36,100,AU,Wed Jun  2 15:42:58 2021
563,san pedro,14.35,121.0167,81.16,94,8.63,90,PH,Wed Jun  2 15:42:58 2021
564,pinotepa nacional,16.3167,-98.0167,92.84,45,9.53,61,MX,Wed Jun  2 15:42:59 2021
565,buraydah,26.326,43.975,97.25,10,9.82,1,SA,Wed Jun  2 15:42:59 2021
566,dogondoutchi,13.6393,4.0287,96.6,20,2.26,32,NE,Wed Jun  2 15:42:59 2021
567,sturgis,41.7992,-85.4192,75.0,50,6.91,90,US,Wed Jun  2 15:43:00 2021
568,ahar,38.4774,47.0699,66.47,32,6.06,0,IR,Wed Jun  2 15:43:02 2021
569,hofn,64.2539,-15.2082,46.42,100,16.11,90,IS,Wed Jun  2 15:43:17 2021
570,falam,22.9167,93.6833,63.01,93,3.87,75,MM,Wed Jun  2 15:43:17 2021
571,karratha,-20.7377,116.8463,70.21,36,17.47,100,AU,Wed Jun  2 15:43:19 2021
572,marapanim,-0.7175,-47.6997,80.31,90,4.34,7,BR,Wed Jun  2 15:43:19 2021
573,hovd,48.0056,91.6419,61.74,31,3.15,35,MN,Wed Jun  2 15:43:20 2021
574,mwandiga,-4.83,29.6581,72.99,68,3.53,36,TZ,Wed Jun  2 15:43:20 2021
575,mabaruma,8.2,-59.7833,81.61,72,6.82,57,GY,Wed Jun  2 15:43:20 2021
576,okahandja,-21.9833,16.9167,56.84,26,8.75,0,NA,Wed Jun  2 15:43:21 2021
